substance,cscn,csa_schedule,narcotic,other_names
Perampanel,2261,III,N,"Fycompa; [2-(2-oxo-l-phenyl-5-pyridin-2-yl-l ,2-dihydropyridin-3-yl) benzonitrile]"
Petrichloral,2591,IV,N,Pentaerythritol chloral; Periclor
Peyote,7415,I,N,Cactus which contains mescaline
Phenadoxone,9637,I,Y,
Phenampromide,9638,I,Y,
Phenazocine,9715,II,Y,Narphen; Prinadol
Phencyclidine,7471,II,N,PCP; Sernylan
Phendimetrazine,1615,III,N,Plegine; Prelu-2; Bontril; Melfiat; Statobex
Phenmetrazine,1631,II,N,Preludin
Phenobarbital,2285,IV,N,Luminal; Bellergal-S
Phenomorphan,9647,I,Y,
Phenoperidine,9641,I,Y,Operidine; Lealgin
Phentermine,1640,IV,N,Ionamin; Fastin; Adipex-P; Obe-Nix; Zantryl
Phenyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylbenzamide; also known as benzoyl fentanyl),9841,I,Y,
Phenylacetone,8501,II,N,P2P; phenyl-2-propanone; benzyl methyl ketone
Pholcodine,9314,I,Y,Copholco; Adaphol; Codisol; Lantuss; Pholcolin
Piminodine,9730,II,Y,
Pinazepam,2883,IV,N,Domar
Pipradrol,1750,IV,N,Detari; Stimolag Fortis
Piritramide,9642,I,Y,Piridolan
Poppy Straw,9650,II,Y,Opium poppy capsules; poppy heads
Poppy Straw Concentrate,9670,II,Y,"Concentrate of Poppy Straw, CPS"
Prazepam,2764,IV,N,Centrax
Pregabalin,2782,V,N,Lyrica
Proheptazine,9643,I,Y,
Properidine,9644,I,Y,
Propiram,9649,I,Y,Algeril
"Prostanozol (17β-hydroxy-5α-androstano[3,2-c]pyrazole)",4000,III,N,"Prostanozol; [3,2-c]pyrazole-5α-androstan-17β-ol"
"Protonitazene (N,N-diethyl-2-(5-nitro-2-(4-propoxybenzyl)-1H-benzimidazol-1-yl)ethan-1-amine)",9759,I,Y,
Psilocybin,7437,I,N,"Constituent of ""Magic mushrooms"""
Psilocyn,7438,I,N,"Psilocin, constituent of ""Magic mushrooms"" (Positional Isomers: 6-hydroxy DMT; 7-hydroxy DMT)"
Pyrovalerone,1485,V,N,Centroton; Thymergix
Quazepam,2881,IV,N,Doral
Racemethorphan,9732,II,Y,
Racemoramide,9645,I,Y,
Racemorphan,9733,II,Y,Dromoran
Remifentanil,9739,II,Y,Ultiva
"Remimazolam (4H-imidazol[1,2-a][1,4]benzodiazepine-4-propionic acid)",2846,IV,N,"8-Bromo-1-methyl-6-(2-pyridinyl)-(4S)-methyl ester, benzenesulfonate (1:1); methyl 3-[(4S)-8-bromo-1-methyl-6-pyridin-2-yl-4H-imidazo[1,2-a][1,4]benzodiazepin-4yl]propanoate benzenesulfonic acid"
Secobarbital,2315,II,N,Seconal; Tuinal
Secobarbital & noncontrolled active ingred,2316,III,N,
Secobarbital suppository dosage form,2316,III,N,
Serdexmethylphenidate,1729,IV,N,
Sibutramine,1675,IV,N,Meridia
"Solriamfetol (2-amino-3-phenylpropyl car-bamate; benzenepropanol, beta-amino-, carbamate (ester))",1650,IV,N,
SPA,1635,IV,N,"1-Dimethylamino-1,2-diphenylethane; Lefetamine"
SR-18 (1-cyclohexylethyl-3-(2-methoxyphenylacetyl) indole),7000,I,N,RCS-8 Prior drug code 7008 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
SR-19 (1-Pentyl-3-[(4-methoxy)-benzoyl] indole),7000,I,N,RCS-4 Prior drug code 7104 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
"Stanozolol (17α-methyl-17β-hydroxy-5α-androst-2-eno[3,2-c]-pyrazole)",4000,III,N,Winstrol; Winstrol-V
Stenbolone (17β-hydroxy-2-methyl-5α-androst-1-en-3-one),4000,III,N,
Stimulant compounds previously excepted,1405,III,N,Mediatric
Sufentanil,9740,II,Y,Sufenta
Sulfondiethylmethane,2600,III,N,
Sulfonethylmethane,2605,III,N,
Sulfonmethane,2610,III,N,
Suvorexant,2223,IV,N,"MK-4305; [(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl][5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl]methanone"
Talbutal,2100,III,N,Lotusate
Tapentadol,9780,II,Y,
Temazepam,2925,IV,N,Restoril
"Testolactone (13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid lactone)",4000,III,N,Teolit; Teslac
Testosterone (17β-hydroxyandrost-4-en-3-one),4000,III,N,Android-T; Androlan; Depotest; Delatestryl
Tetrahydrocannabinols,7370,I,N,THC; Delta-8 THC; Delta-9 THC; dronabinol and others
"Tetrahydrogestrinone (13β,17α-diethyl-17β-hydroxygon-4,9,11-trien-3-one)",4000,III,N,THG
Tetrahydrothiofuranyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenyltetrahydrothiophene-2-carboxamide),9869,I,Y,Tetrahydrothiophene fentanyl
Tetrazepam,2886,IV,N,Myolastan; Musaril
Thebacon,9315,I,Y,Acetylhydrocodone; Acedicon; Thebacetyl
Thebaine,9333,II,Y,Precursor of many narcotics
Thiafentanil,9729,II,Y,Thianil
Thiamylal,2100,III,N,Surital
Thiofentanyl,9835,I,Y,Chine white; fentanyl
Thiofuranyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylthiophene-2-carboxamide; also known as 2-thiofuranyl fentanyl; thiophene fentanyl),9839,I,Y,
Thiopental,2100,III,N,Pentothal
THJ-2201 [1-(5-fluoropentyl)-1H-indazol-3-yl](naphthalen-1-yl)methanone),7024,I,N,
Tiletamine & Zolazepam Combination Product,7295,III,N,Telazol
Tilidine,9750,I,Y,Tilidate; Valoron; Kitadol; Lak; Tilsa
Tramadol (2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol),9752,IV,Y,Tramadol
"Trenbolone (17β-hydroxyestr-4,9,11-trien-3-one)",4000,III,N,Finaplix-S; Finajet; Parabolan
Triazolam,2887,IV,N,Halcion
Trimeperidine,9646,I,Y,Promedolum
"U-47700 (3,4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide)",9547,I,Y,
"UR-144 (1-Pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)metanone",7144,I,N,
Valeryl fentanyl,9840,I,Y,N-(1-Phenethylpiperidin-4-yl)-N-phenylpentanamide
Vinbarbital,2100,III,N,Delvinal; vinbarbitone
Zaleplon,2781,IV,N,Sonata
Zipeprol (1-methoxy-3[-4-(2-methoxy-2-phenylethyl)piperazin-1-yl]-1-phenylpropan-2-ol),9873,I,Y,
Zolpidem,2783,IV,N,Ambien; Ivadal; Stilnoct; Stilnox
Zopiclone,2784,IV,N,Lunesta
Zuranolone,2420,IV,N,ZURZUVAE
α-PiHP (4-methyl-1-phenyl-2-(pyrrolidin-1-yl)pentan-1-one),7551,I,N,α-PiHP; alpha-PiHP
Δ1-Dihydrotestosterone (17β-hydroxy-5α-androst-1-en-3-one),4000,III,N,1-Testosterone
